field_1,id,date,price,bedrooms,bathrooms,sqft_livin,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basem,yr_built,yr_renovat,zipcode,lat,long,sqft_liv_1,sqft_lot15,bed_to_bat,has_baseme,water_dist,path_cost
821,6799300270,8/6/2014,310950,4,2.5,2030,4997,2,0,0,3,8,2030,0,2004,0,98031,47.393,-122.184,2095,5500,1.6,0,7.549667805,0.503535928
822,2021200370,9/1/2014,1100000,3,2,3010,5000,2,0,2,5,9,1890,1120,1931,0,98199,47.6347,-122.396,2688,5000,1.5,1,0.206879285,0.176156974
823,726049190,10/2/2014,287500,3,1,1810,7200,1,0,0,4,7,1130,680,1954,0,98133,47.7493,-122.351,1810,8100,3,1,1.389381165,0.256829807
824,726049190,2/18/2015,431000,3,1,1810,7200,1,0,0,4,7,1130,680,1954,0,98133,47.7493,-122.351,1810,8100,3,1,1.389381165,0.256829807
825,4006000251,8/22/2014,226000,3,1,970,5000,1,0,0,3,6,970,0,1968,0,98118,47.5282,-122.279,1290,5875,3,0,0.743958796,0.285997696
826,3362400640,5/12/2015,825000,3,1.75,2010,3090,1.5,0,0,5,7,1510,500,1926,0,98103,47.682,-122.348,1600,3150,1.714285714,1,0.196784803,0.114818476
827,1610000016,9/11/2014,175000,4,1,1300,6030,1.5,0,0,3,6,1300,0,1947,0,98168,47.4778,-122.286,1240,6900,4,0,3.17187213,0.418559097
830,2061100570,2/10/2015,595000,3,1.75,1910,5753,1,0,3,3,8,1110,800,1941,0,98115,47.6898,-122.327,1630,5580,1.714285714,1,0.550893154,0.103443062
832,8731951670,6/6/2014,270000,4,2.25,1900,8600,1,0,0,4,8,1900,0,1975,0,98023,47.3102,-122.381,2120,8000,1.777777778,0,1.102680714,0.508931224
836,8682262400,7/18/2014,430000,2,1.75,1350,4003,1,0,0,3,8,1350,0,2004,0,98053,47.7176,-122.033,1350,4479,1.142857143,0,5.063741501,0.13224325
837,8682262400,5/13/2015,419950,2,1.75,1350,4003,1,0,0,3,8,1350,0,2004,0,98053,47.7176,-122.033,1350,4479,1.142857143,0,5.063741501,0.13224325
838,6777800160,7/28/2014,285000,4,1.75,2510,7440,1,0,2,4,8,1290,1220,1962,0,98032,47.3748,-122.276,1790,8000,2.285714286,1,2.247609037,0.501579779
839,1402950550,1/7/2015,332000,4,2.5,2470,7780,2,0,0,3,8,2470,0,2002,0,98092,47.3337,-122.191,2100,5972,1.6,0,6.332127087,0.503535928
841,6450303785,11/18/2014,320000,3,1,1340,5175,1,0,0,3,7,940,400,1987,0,98133,47.7321,-122.34,1020,5500,3,1,1.551923671,0.207639724
844,108000127,12/9/2014,456500,4,3.5,2000,2309,3,0,0,3,8,2000,0,2008,0,98177,47.7027,-122.361,1440,1548,1.142857143,0,1.00222706,0.168812085
846,8818900060,11/25/2014,664000,4,2,1530,4080,1.5,0,0,4,7,1530,0,1912,0,98105,47.6645,-122.325,1860,4080,2,0,0.720713838,0.048965774
849,9510900270,12/11/2014,254000,3,2,2070,9000,1,0,0,4,7,1450,620,1969,0,98023,47.3085,-122.376,1630,7885,1.5,1,1.253631177,0.508931224
850,3905081070,5/21/2014,535800,4,2.5,1900,5790,2,0,0,3,8,1900,0,1994,0,98029,47.5691,-121.996,2030,5790,1.6,0,2.776826543,0.393844328
852,5637500070,7/31/2014,438000,3,2.5,1520,1304,2,0,0,3,8,1180,340,2006,0,98136,47.5446,-122.385,1270,1718,1.2,1,0.596385978,0.322800096
854,4136890260,6/27/2014,327000,5,2.75,2400,8050,2,0,0,3,8,2400,0,1998,0,98092,47.2635,-122.209,2400,8050,1.818181818,0,8.00440467,0.503535928
855,3056800160,8/12/2014,370500,4,2.5,1790,6120,2,0,0,3,7,1790,0,2005,0,98059,47.4829,-122.128,1950,5660,1.6,0,3.790240536,0.432047947
856,3654800200,10/22/2014,265000,3,2.5,1720,6271,2,0,0,3,7,1720,0,1993,0,98038,47.3898,-122.049,1570,6587,1.2,0,11.48918084,0.437399093
859,1865820370,11/13/2014,166600,3,1.75,1150,8690,1,0,0,4,7,1150,0,1977,0,98042,47.3729,-122.115,1330,7040,1.714285714,0,9.988550527,0.503535928
861,2359300030,5/8/2015,565000,3,1,910,5212,1,0,0,3,7,910,0,1951,0,98115,47.6742,-122.284,1520,6300,3,0,1.199598098,0.075712147
863,1937300270,3/3/2015,910000,3,3.5,2480,3200,2,0,0,3,10,2480,0,2010,0,98144,47.5951,-122.307,1980,3200,0.857142857,0,0.927585912,0.13166068
864,4137050060,11/4/2014,280000,4,2.5,2050,7416,2,0,0,3,8,2050,0,1990,0,98092,47.2658,-122.219,2050,7920,1.6,0,7.572925145,0.503535928
865,2310000240,3/13/2015,275000,3,2.25,1420,8549,2,0,0,4,7,1420,0,1989,0,98038,47.3576,-122.039,1560,7471,1.333333333,0,13.75210431,0.437399093
866,3955900830,4/27/2015,467000,3,2.5,3460,6590,2,0,0,3,7,3460,0,2001,0,98056,47.4802,-122.188,2490,6312,1.2,0,1.826386541,0.437399093
867,8665050060,7/31/2014,457500,3,2.5,1500,4445,2,0,0,3,8,1500,0,1996,0,98029,47.5682,-122.005,1730,4408,1.2,0,2.352097832,0.393844328
868,3330500875,12/26/2014,381156,2,1,1320,3090,1,0,0,4,7,1320,0,1908,0,98118,47.5517,-122.276,1270,4120,2,0,0.823103611,0.237744595
869,3327020400,4/23/2015,289999,5,2.5,2180,8240,1,0,0,4,8,1220,960,1977,0,98092,47.3122,-122.191,2050,7590,2,1,6.757839808,0.503535928
870,1250700060,4/22/2015,642450,3,1.75,1830,4160,1,0,0,3,7,1230,600,1919,0,98144,47.5962,-122.288,1950,4160,1.714285714,1,0.062781407,0.138885888
871,4039300400,9/19/2014,469950,3,2.25,1620,8701,1,0,0,3,7,1220,400,1962,0,98007,47.6071,-122.137,1600,7910,1.333333333,1,1.180025878,0.134696631
875,8802400416,2/13/2015,147500,3,1,1530,8498,1,0,0,3,7,1530,0,1959,0,98031,47.404,-122.203,1380,8498,3,0,6.676565826,0.503535928
877,9536602080,12/19/2014,229000,3,1,1020,8100,1,0,0,3,7,1020,0,1954,0,98198,47.3586,-122.314,1020,8100,3,0,0.457557927,0.498346866
878,3826000070,5/15/2014,185000,3,1,1150,8100,1,0,0,3,6,1150,0,1932,0,98168,47.494,-122.307,1120,8100,3,0,2.806996933,0.38881124
879,5101405335,8/26/2014,414900,3,1.5,1260,9570,1,0,0,3,7,870,390,1941,0,98115,47.7004,-122.305,1620,7000,2,1,1.714327014,0.120586872
880,2349300060,2/12/2015,200000,4,2,1920,4822,1,0,0,2,6,920,1000,1914,0,98136,47.5507,-122.381,1120,4822,2,1,0.804649874,0.309702692
881,7749500370,10/21/2014,225000,4,2.25,1800,9350,1,0,0,3,8,1800,0,1969,0,98092,47.2959,-122.191,2060,8800,1.777777778,0,7.268672003,0.503535928
882,2436701200,9/12/2014,720000,3,1.75,2040,4000,2,0,0,5,7,1360,680,1924,0,98105,47.6675,-122.289,1610,4000,1.714285714,1,0.723670366,0.056302685
883,7871500070,6/3/2014,930000,4,2.5,2200,4000,2,0,0,5,8,1430,770,1908,0,98119,47.6402,-122.37,2100,4000,1.6,1,0.657034651,0.123836422
885,2110200036,11/11/2014,700000,5,3.25,2400,3118,2,0,0,4,7,1780,620,1928,0,98122,47.6094,-122.291,2100,3941,1.538461538,1,0.392211379,0.104343586
886,510002519,7/15/2014,466000,2,1.5,1140,1058,3,0,0,3,7,1140,0,2005,0,98103,47.6608,-122.333,1170,1116,1.333333333,0,0.600523728,0.052280624
890,1962200435,11/10/2014,1010000,4,1,1820,5400,1.5,0,0,3,8,1820,0,1923,2014,98102,47.6476,-122.318,1820,5400,4,0,0.058341183,0.036916197
891,8562890700,5/30/2014,395000,4,2.5,2910,5000,2,0,0,3,8,2910,0,2002,0,98042,47.3782,-122.127,2740,5045,1.6,0,9.430986774,0.503535928
892,3298700946,7/25/2014,340000,2,1,1090,6771,1,0,0,3,6,1090,0,1954,0,98106,47.5185,-122.352,1200,4992,2,0,1.921831071,0.350149941
893,880000189,8/11/2014,209000,3,2,1230,1340,2,0,0,3,7,1020,210,2003,0,98106,47.526,-122.361,1260,1312,1.5,1,2.061647369,0.342374349
894,643500030,11/14/2014,431650,5,2.5,1710,7700,1.5,0,0,3,7,1710,0,1962,0,98007,47.5922,-122.146,1530,7700,2,0,1.654693186,0.240961112
897,3275780030,3/11/2015,730000,4,2.25,2190,9009,2,0,0,4,8,1840,350,1977,0,98033,47.6916,-122.188,2190,10251,1.777777778,1,1.065278824,0.128667689
898,8648220270,4/14/2015,291500,3,1.75,1260,9600,1,0,0,4,7,1260,0,1988,0,98042,47.3592,-122.076,1640,9946,1.714285714,0,11.67173684,0.437399093
902,3278600710,7/14/2014,200000,1,1.5,1010,1157,2,0,0,3,8,950,60,2007,0,98126,47.5492,-122.372,1360,1688,0.666666667,1,1.279025985,0.303623587
903,2460700260,2/18/2015,300000,3,2,1480,6698,1,0,0,4,7,1080,400,1979,0,98058,47.4614,-122.168,1850,7348,1.5,1,3.401440772,0.437399093
904,3188100400,6/3/2014,530000,3,1.75,1250,6041,1.5,0,0,5,7,1250,0,1942,0,98115,47.69,-122.304,1180,6042,1.714285714,0,1.307160489,0.096408668
905,9406520830,3/26/2015,314950,3,2.25,1654,8479,2,0,0,3,7,1654,0,1995,0,98038,47.3627,-122.037,1654,8479,1.333333333,0,13.41423112,0.437399093
906,3387900390,10/7/2014,255000,3,1.75,1410,9315,1,0,0,5,7,1410,0,1960,0,98031,47.3969,-122.198,1630,8250,1.714285714,0,7.185188885,0.503535928
907,1596600024,10/16/2014,550000,5,2.75,2160,5720,1,0,0,5,7,1500,660,1950,0,98144,47.5728,-122.304,2160,4996,1.818181818,1,1.045929477,0.177777184
908,7625701891,8/6/2014,435000,3,1,1400,4800,1,0,0,4,6,700,700,1917,0,98136,47.5499,-122.391,1470,6000,3,1,0.336707085,0.320129386
909,3224800075,11/24/2014,234000,3,1.75,1420,8738,1,0,0,4,7,1420,0,1966,0,98002,47.3113,-122.207,1660,8738,1.714285714,0,6.098857461,0.503535928
911,3329530200,9/10/2014,205000,3,2,1410,8384,1,0,0,3,7,1410,0,1985,0,98001,47.3315,-122.263,1410,9205,1.5,0,3.124258396,0.501579779
912,2115200125,9/19/2014,384000,4,1.75,2100,7135,1,0,0,4,7,1050,1050,1955,0,98106,47.5353,-122.349,1730,4000,2.285714286,1,2.217211587,0.316007732
913,6623400135,5/22/2014,324000,3,2.5,1750,7208,2,0,0,3,8,1750,0,1994,0,98055,47.4315,-122.192,2050,7524,1.2,0,4.865550496,0.444468731
914,103000116,7/22/2014,645000,3,1.75,2070,5500,1,0,0,4,7,1130,940,1946,0,98115,47.6733,-122.301,1800,4400,1.714285714,1,1.346625197,0.055915539
915,2768301525,10/23/2014,570000,3,3.25,1570,1777,2,0,0,3,8,1260,310,2007,0,98107,47.6655,-122.369,1000,1777,0.923076923,1,0.370736685,0.112720897
916,739980260,12/10/2014,324000,3,2.5,1920,5322,2,0,0,3,8,1920,0,1999,0,98031,47.4095,-122.195,1920,5000,1.2,0,6.346607374,0.503535928
918,1431700370,5/19/2014,290000,5,1.5,2120,7700,1.5,0,0,5,7,2120,0,1962,0,98058,47.4599,-122.172,1730,7700,3.333333333,0,3.410924497,0.437399093
919,7524000030,6/30/2014,250000,3,2,1440,9220,1,0,0,3,7,1440,0,1965,0,98198,47.3702,-122.317,1390,7830,1.5,0,0.30493803,0.498346866
921,4325000125,3/18/2015,255000,3,1.5,1340,8450,1,0,0,4,7,1340,0,1958,0,98188,47.4405,-122.28,1340,8920,2,0,3.45810941,0.476952265
923,9297301580,5/16/2014,451000,3,1.75,1560,4049,1.5,0,2,3,7,1000,560,1926,0,98126,47.5666,-122.375,1430,3738,1.714285714,1,1.162542315,0.270710973
925,5412200270,5/20/2014,288400,4,2.5,1860,6687,1,0,0,4,7,1220,640,1983,0,98031,47.4046,-122.186,1860,6117,1.6,1,6.744142158,0.503535928
926,1109000390,3/10/2015,420000,3,1.5,2390,4600,2,0,0,3,8,1750,640,1920,1995,98118,47.5383,-122.268,1690,5220,2,1,0.280100328,0.271172262
927,8730000270,5/14/2015,359000,2,2.75,1370,1140,2,0,0,3,8,1080,290,2009,0,98133,47.7052,-122.343,1370,1090,0.727272727,1,1.422437681,0.151030929
929,3395070640,9/2/2014,300000,3,2.5,1320,2614,2,0,0,3,7,1320,0,2005,0,98118,47.5355,-122.283,1320,2533,1.2,0,0.89106468,0.269176588
930,8663280160,3/5/2015,545000,5,2.5,2520,7863,1,0,0,3,7,1500,1020,1981,0,98034,47.7096,-122.199,2030,8580,2,1,0.755899127,0.128667689
933,2301400640,7/17/2014,891000,4,2,2330,5000,1.5,0,0,5,7,1720,610,1925,0,98117,47.6804,-122.358,2090,5000,2,1,0.627018375,0.125179432
935,7714000070,2/5/2015,378000,4,2.5,2790,4650,2,0,0,3,8,2790,0,2004,0,98038,47.3556,-122.026,2820,4650,1.6,0,13.97469502,0.437399093
936,3432500486,6/23/2014,299995,2,1,1060,7200,1,0,0,4,6,1060,0,1951,0,98155,47.7463,-122.315,1850,8291,2,0,1.479189968,0.219131133
937,5466420030,10/7/2014,253000,3,2.5,2020,6564,1,0,0,3,7,1310,710,1994,0,98042,47.3545,-122.158,1710,5151,1.2,1,10.40483689,0.503535928
939,2768301715,3/11/2015,565000,4,3,2020,4300,1.5,0,0,3,6,2020,0,1900,0,98107,47.6653,-122.372,1290,3440,1.333333333,0,0.325281255,0.115565951
940,3332000135,6/12/2014,315000,2,1,970,5665,1,0,0,4,6,970,0,1908,0,98118,47.5513,-122.273,1490,4429,2,0,0.788541271,0.243416404
941,65000400,10/22/2014,570000,4,3,1490,6766,1.5,0,1,5,7,1490,0,1915,0,98136,47.5446,-122.382,1990,6526,1.333333333,0,0.730402587,0.321149828
943,8712100575,8/28/2014,915000,5,2.5,2750,5589,1.5,0,0,5,9,1840,910,1910,0,98112,47.6364,-122.3,1460,4250,2,1,0.489400567,0.038352618
945,4167300030,2/9/2015,260000,4,1.75,1810,7480,1,0,0,3,7,1230,580,1977,0,98023,47.3275,-122.361,1870,9594,2.285714286,1,0.615845596,0.507470721
949,3812400070,5/6/2015,435000,5,1,1410,6750,1.5,0,0,3,6,1410,0,1929,0,98118,47.5453,-122.278,1360,6750,5,0,0.827568253,0.251072181
950,9455200445,3/25/2015,601000,3,1.75,1330,6743,1,0,0,3,8,1330,0,1958,2002,98125,47.7012,-122.286,2600,7350,1.714285714,0,0.598305671,0.136500434
952,7517500611,5/21/2014,720000,3,2.5,2020,1159,3,0,3,3,8,2020,0,2000,0,98103,47.6617,-122.356,1920,3600,1.2,0,0.631995649,0.088302755
954,5489200435,9/4/2014,550000,4,3,2670,5000,2,0,2,3,7,2670,0,1916,0,98126,47.5784,-122.377,2300,5000,1.333333333,0,0.404111077,0.279249369
955,510002065,3/23/2015,700000,4,1,1980,4560,1.5,0,0,3,7,1980,0,1920,0,98103,47.6606,-122.331,1810,3245,4,0,0.547699634,0.048816837
957,7279300070,9/22/2014,345500,3,1,1350,8581,1,0,0,5,6,1350,0,1944,0,98177,47.7612,-122.362,2080,8451,3,0,0.837371634,0.297899979
958,8113101670,12/3/2014,378000,4,1.5,2140,7920,1,0,0,3,7,1190,950,1959,0,98118,47.5491,-122.272,2140,7238,2.666666667,1,0.627094899,0.254428724
959,7578200310,11/12/2014,650000,4,2,2208,5000,3,0,0,5,8,2208,0,1917,0,98116,47.5711,-122.383,1760,5000,2,0,0.980762629,0.279760198
960,7715800570,4/13/2015,385000,3,2,1010,7380,1,0,0,3,7,1010,0,1982,0,98074,47.6273,-122.062,1650,9030,1.5,0,0.412482925,0.13224325
961,6852700478,9/16/2014,425000,2,1,970,2970,1,0,0,3,7,970,0,1910,0,98102,47.6233,-122.319,1670,3000,2,0,0.69450302,0.081831866
962,1917300260,12/2/2014,210000,4,2,1520,6174,1.5,0,0,5,6,1520,0,1920,0,98022,47.2105,-121.989,1390,5407,2,0,24.14794909,0.503535928
964,1842000140,7/30/2014,335000,3,1.75,1570,7500,1,0,1,3,7,1300,270,1953,0,98146,47.4999,-122.368,1590,7660,1.714285714,1,0.435178734,0.412660262
965,5462100240,6/25/2014,196500,3,1,1320,9000,1,0,0,3,7,1320,0,1966,0,98001,47.3461,-122.272,1320,9800,3,0,2.442193,0.501579779
966,8651520510,5/15/2014,582800,4,2.75,2550,7636,1,0,0,3,8,1440,1110,1986,0,98074,47.6471,-122.06,2290,8223,1.454545455,1,1.023440311,0.13224325
967,3578110200,6/23/2014,440000,3,1.75,1560,7207,1,0,0,3,7,1250,310,1983,0,98034,47.7283,-122.222,1540,7485,1.714285714,1,1.66268472,0.275708061
968,7555210340,8/25/2014,752500,4,2.25,2360,8616,2,0,0,4,8,2360,0,1974,0,98033,47.6495,-122.198,2360,9337,1.777777778,0,0.310224964,0.13224325
969,2313900510,10/28/2014,532500,3,1.75,1330,5000,2,0,0,4,7,1210,120,1909,0,98116,47.5724,-122.384,1500,4000,1.714285714,1,1.001652161,0.278981796
970,2009001600,5/6/2015,265000,3,1,1070,9000,1,0,0,4,7,1070,0,1950,0,98198,47.4061,-122.33,1840,12000,3,0,0.09594878,0.498346866
972,3629790160,7/24/2014,524250,3,2.5,1710,3469,2,0,0,3,8,1710,0,1999,0,98029,47.546,-122.011,2120,3560,1.2,0,2.41492537,0.415300639
974,1703050200,8/6/2014,648000,4,2.5,2620,5450,2,0,0,3,9,2620,0,2001,0,98074,47.6301,-122.019,2590,5371,1.6,0,2.44718886,0.13224325
976,100600860,3/24/2015,237500,3,1.75,1050,7854,1,0,0,4,7,1050,0,1975,0,98023,47.3011,-122.369,1360,7668,1.714285714,0,1.851565014,0.507470721
977,421049116,1/21/2015,216000,3,1,1280,8712,1,0,0,4,7,1280,0,1956,0,98003,47.3298,-122.297,1420,8800,3,0,1.834571814,0.501579779
978,3205200640,3/30/2015,427200,3,1,1030,8400,1,0,0,4,7,1030,0,1963,0,98056,47.5364,-122.173,1270,8400,3,0,1.086571052,0.393844328
979,8899200570,3/11/2015,280000,3,2.25,1900,7800,1,0,0,4,8,1390,510,1977,0,98055,47.4545,-122.208,1730,7800,1.333333333,1,3.180034412,0.444468731
980,1777500160,4/25/2015,718000,5,3,3070,9804,1,0,0,4,9,1740,1330,1968,0,98006,47.5702,-122.128,2550,9689,1.666666667,1,0.898553074,0.240961112
981,7853340860,3/10/2015,420000,2,2.75,1760,4139,2,0,0,3,8,1760,0,2010,0,98065,47.5175,-121.878,1870,3076,0.727272727,0,8.902370128,0.418648795
982,1862400132,9/16/2014,379000,2,1,930,5400,1,0,0,3,7,930,0,1952,0,98117,47.6971,-122.372,1050,5400,2,0,0.850406086,0.173158254
983,6380500135,5/27/2014,326100,2,1,880,7683,1,0,0,3,6,880,0,1942,0,98177,47.7145,-122.361,1370,7695,2,0,0.723450302,0.194544253
984,9528104108,5/29/2014,535000,3,2.5,1360,1016,3,0,0,3,7,1310,50,2003,0,98115,47.6774,-122.324,1365,1156,1.2,1,0.29483463,0.07229998
985,2571910160,10/1/2014,283000,4,2.75,2130,8560,1,0,0,3,7,1560,570,1992,0,98022,47.1949,-122.01,2130,8560,1.454545455,1,18.21858176,0.503535928
986,316000160,8/21/2014,260000,3,1,1480,7469,1.5,0,0,3,6,1120,360,1940,0,98168,47.5048,-122.301,1460,7379,3,1,2.122306062,0.369569024
987,2695600505,4/13/2015,399000,4,1,1500,6388,1.5,0,0,4,7,1500,0,1951,0,98126,47.5303,-122.378,980,5366,4,0,0.829927102,0.350319804
988,3904910320,2/25/2015,484950,3,2.25,1670,5004,2,0,0,3,8,1670,0,1987,0,98029,47.5688,-122.017,1850,5276,1.333333333,0,1.799051538,0.240961112
989,4100000140,10/13/2014,640000,4,1.75,2060,9828,1,0,0,4,8,2060,0,1960,0,98005,47.5867,-122.174,2260,9996,2.285714286,0,0.597121712,0.240961112
990,3226049270,3/4/2015,585000,4,2.5,2160,8158,1,0,0,4,8,1660,500,1952,0,98115,47.6948,-122.328,1520,7208,1.6,1,0.883938033,0.116314087
992,5559600140,5/5/2015,253000,3,2,1490,7651,1,0,0,3,7,1490,0,1988,0,98003,47.3211,-122.325,1590,7795,1.5,0,1.522045705,0.498346866
993,5147600105,7/21/2014,178500,2,1,740,6460,1,0,0,3,6,740,0,1953,0,98146,47.5077,-122.344,1170,6975,2,0,1.559070796,0.3571529
994,7437100570,8/21/2014,291000,4,2.5,1860,6325,2,0,0,4,7,1860,0,1991,0,98038,47.3492,-122.03,1860,6449,1.6,0,14.38303374,0.437399093
996,3856902996,8/4/2014,553500,2,1,850,2340,1,0,0,3,7,850,0,1922,0,98105,47.6707,-122.328,1300,3000,2,0,0.449956725,0.066788852
997,1442800370,4/15/2015,189950,2,1,1030,4188,1,0,0,3,8,1030,0,1981,0,98038,47.3738,-122.057,1450,3376,2,0,12.55960301,0.437399093
998,8001400340,9/24/2014,289000,3,2,1850,9550,1,0,0,3,8,1850,0,1988,0,98001,47.3225,-122.273,2250,9550,1.5,0,3.032615555,0.501579779
999,3131200640,4/27/2015,700000,4,2,1830,4590,2,0,0,3,8,1830,0,1908,0,98105,47.6593,-122.327,1650,4590,2,0,0.418087699,0.041343914
1000,984000710,10/22/2014,270000,3,2,1560,8853,1,0,0,3,7,1560,0,1967,0,98058,47.4312,-122.171,1610,8750,1.5,0,5.219642101,0.437399093
1001,4167300350,5/8/2014,258000,4,1.75,1730,8320,1,0,0,3,7,1230,500,1977,0,98023,47.327,-122.361,1840,9800,2.285714286,1,0.65032221,0.507470721
1002,2826049282,6/14/2014,530000,3,2.5,1930,7214,2,0,0,3,8,1930,0,2005,0,98125,47.7191,-122.309,1930,7266,1.2,0,1.317523327,0.159229798
1003,8946750030,12/18/2014,245000,3,2.25,1422,3677,2,0,0,3,7,1422,0,2012,0,98092,47.3204,-122.178,1677,3677,1.333333333,0,7.141729034,0.503535928
1004,461004720,4/22/2015,563000,3,2,1380,5000,1.5,0,0,4,7,1380,0,1917,0,98117,47.6807,-122.369,1350,5000,1.5,0,1.397150299,0.142302913
1005,7852090810,11/19/2014,515000,3,2.5,2430,4203,2,0,0,3,8,2430,0,2001,0,98065,47.5346,-121.875,2500,4798,1.2,0,8.682616279,0.418648795
1006,9264960340,6/17/2014,325000,4,2.5,2610,7091,2,0,0,3,9,2610,0,1987,0,98023,47.3017,-122.349,2610,7773,1.6,0,2.483833586,0.511431829
1008,4310700570,12/10/2014,280300,2,1,920,5000,1,0,0,4,6,490,430,1949,0,98103,47.7008,-122.338,1500,5000,2,1,1.099332962,0.136365716
1009,1254200075,5/9/2014,460000,4,1.75,1750,5500,1.5,0,0,5,7,1050,700,1926,0,98117,47.6802,-122.388,1640,5500,2.285714286,1,0.876336218,0.165650518
1010,7214820030,12/12/2014,475000,3,1.75,2020,8970,1,0,0,4,7,1180,840,1981,0,98072,47.7571,-122.145,2140,8008,1.714285714,1,4.885834381,0.275708061
1012,686201000,12/30/2014,538200,4,3,1780,7260,1,0,0,4,8,1780,0,1964,0,98008,47.627,-122.114,1810,7920,1.333333333,0,1.084272018,0.13224325
1013,342000570,9/9/2014,429000,2,1,1080,3600,1,0,0,3,7,1080,0,1922,0,98122,47.6078,-122.291,2230,4500,2,0,0.376522576,0.107302174
1014,5476200160,7/25/2014,164808,3,1,1250,5411,1,0,0,3,7,1250,0,1980,0,98178,47.5064,-122.265,1490,6320,3,0,0.980999584,0.339421146
1015,7199320570,1/26/2015,520000,4,2.25,1870,7700,2,0,0,3,7,1870,0,1977,0,98052,47.6937,-122.127,1970,7700,1.777777778,0,2.683732651,0.13224325
1016,6414100560,6/18/2014,475000,3,1.75,1700,8432,1,0,0,3,8,1230,470,1977,0,98125,47.7221,-122.317,1800,7842,1.714285714,1,1.776178002,0.167366154
1018,2379300340,3/31/2015,321500,4,2.5,1930,6228,2,0,0,3,8,1930,0,2000,0,98030,47.3572,-122.191,1930,6168,1.6,0,6.233168257,0.503535928
1020,2025700860,4/14/2015,287000,3,2.25,1370,6000,2,0,0,4,7,1370,0,1992,0,98038,47.3484,-122.033,1370,6200,1.333333333,0,14.41823724,0.437399093
1021,8562500200,6/5/2014,375000,3,1.75,960,8106,1,0,0,3,7,960,0,1962,0,98052,47.6737,-122.156,1650,8035,1.714285714,0,2.331011108,0.13224325
1022,8143100350,8/25/2014,349500,3,1.75,1260,7128,1,0,0,4,7,1260,0,1969,0,98034,47.7263,-122.205,1330,7326,1.714285714,0,1.621910936,0.128667689
1023,37000335,8/14/2014,446450,3,1.5,1480,7749,1,0,0,5,7,1480,0,1960,0,98126,47.5144,-122.379,1140,5320,2,0,0.796476285,0.387877902
1024,1862900350,6/10/2014,315000,4,2.5,1930,9643,2,0,0,4,7,1930,0,1992,0,98031,47.4065,-122.18,1930,7525,1.6,0,6.671192839,0.503535928
1025,1498302774,5/20/2014,271310,2,1,870,5340,1.5,0,0,2,6,870,0,1906,0,98144,47.5849,-122.302,1190,4440,2,0,0.663852175,0.15225934
1026,2224700136,1/22/2015,315000,4,1,1300,8400,1.5,0,0,4,7,1300,0,1953,0,98133,47.7612,-122.332,1330,8400,4,0,2.213270296,0.279308265
1027,7697920160,5/15/2014,245000,3,1.75,1490,6930,1,0,0,4,7,1490,0,1990,0,98030,47.3682,-122.179,1880,6861,1.714285714,0,9.278087119,0.503535928
1028,1370804430,3/5/2015,543115,2,1,1380,5484,1,0,0,3,8,1030,350,1947,0,98199,47.6382,-122.399,1380,5347,2,1,0.372699015,0.178772339
1029,2267000160,10/20/2014,900000,4,2,1190,8190,1.5,0,0,3,7,1190,0,1945,0,98117,47.6908,-122.397,1190,1567,2,0,0.288076425,0.197459761
1030,5700004028,4/17/2015,2450000,4,4.25,4250,6552,2,0,3,4,10,2870,1380,2008,0,98144,47.5747,-122.283,3640,8841,0.941176471,1,0.105585479,0.192261384
1031,8682231170,4/29/2015,554000,2,2,1920,6045,1,0,0,3,8,1920,0,2003,0,98053,47.7107,-122.031,1670,5200,1,0,4.811622244,0.13224325
1034,2021201000,5/23/2014,980000,4,3,3680,5854,1,0,3,3,10,2060,1620,1967,0,98199,47.6327,-122.395,3140,5000,1.333333333,1,0.09158999,0.178324505
1035,3919000030,4/20/2015,395000,5,2.5,2070,9600,1,0,0,3,7,1270,800,1962,0,98146,47.4997,-122.364,1950,7800,2,1,0.518944459,0.403520445
1036,789000550,4/13/2015,415000,3,1.75,1480,2200,2,0,0,3,7,1480,0,1995,0,98103,47.6969,-122.35,1360,2190,1.714285714,0,0.992362016,0.140383696
1037,5104511040,2/20/2015,380000,4,2.5,2000,6921,2,0,0,3,8,2000,0,2003,0,98038,47.3559,-122.014,2430,6339,1.6,0,14.0561819,0.437399093
1038,7215722010,2/26/2015,566000,3,2.5,1560,5259,2,0,0,3,8,1560,0,1999,0,98075,47.5985,-122.016,2170,5461,1.2,0,2.886961718,0.240961112
1039,16000435,3/16/2015,218500,2,1,1600,8961,1,0,0,4,7,1390,210,1949,0,98002,47.3098,-122.21,1502,6798,2,1,6.019757275,0.503535928
1041,2877101031,7/2/2014,512031,3,1.75,1540,3000,1,0,2,3,7,770,770,1920,0,98117,47.6769,-122.36,1420,4200,1.714285714,1,0.643047411,0.121638653
1042,2892600016,3/17/2015,197500,2,1,820,8860,1,0,0,3,6,820,0,1950,0,98055,47.452,-122.19,1660,15375,2,0,3.50962164,0.437399093
1043,2423020270,7/15/2014,470000,3,2.25,1780,8784,1,0,0,3,7,1230,550,1977,0,98033,47.701,-122.172,1780,7704,1.333333333,1,1.737668912,0.128667689
1045,5255710160,3/18/2015,465000,4,2.25,2210,8862,1,0,0,4,8,1270,940,1977,0,98011,47.7725,-122.198,2030,8862,1.777777778,1,2.822419047,0.275708061
